user4_EDA_relax1,user4_EDA_relax2,user6_EDA_relax1,user6_EDA_relax2,user7_EDA_relax1,user7_EDA_relax2,user8_EDA_relax1,user8_EDA_relax2,user10_EDA_relax1,user10_EDA_relax2,user13_EDA_relax1,user13_EDA_relax2,user14_EDA_relax1,user14_EDA_relax2,user15_EDA_relax1,user15_EDA_relax2,user16_EDA_relax1,user16_EDA_relax2,user18_EDA_relax1,user18_EDA_relax2,user22_EDA_relax1,user22_EDA_relax2,user23_EDA_relax1,user23_EDA_relax2,user24_EDA_relax1,user24_EDA_relax2,user25_EDA_relax1,user25_EDA_relax2,user26_EDA_relax1,user26_EDA_relax2,user27_EDA_relax1,user27_EDA_relax2,user28_EDA_relax1,user28_EDA_relax2,user29_EDA_relax1,user29_EDA_relax2,user30_EDA_relax1,user30_EDA_relax2,user33_EDA_relax1,user33_EDA_relax2,user34_EDA_relax1,user34_EDA_relax2,user35_EDA_relax1,user35_EDA_relax2
0.23575129600000003,3.40414508,0.039167688000000006,4.7001224,3.156120264,0.8192225440000002,3.610582008,6.4444444480000005,1.024503008,1.6828478960000002,0.515852944,3.247617192,4.0830008,5.423782920000001,2.301999152,3.6741812000000005,0.645696168,5.888319920000001,2.9618902400000002,2.1951219520000005,2.9301651680000003,3.199072736,4.714559056,5.229431208000001,0.395542192,6.148947464,7.976406976,5.3919882,5.681718544000001,6.576063128,1.67655572,3.480463096,0.570251336,1.183353936,2.474020416,3.2384590080000004,0.55883732,4.516955776,2.6040450640000006,4.057010992000001,0.518948992,4.588486568,1.674292888,3.5756347120000003
0.15544041600000003,3.696891192,0.039167688000000006,4.651162792,3.0423952720000003,0.812177632,3.4793650800000004,6.491005288,0.9468331040000001,2.503929728,0.6068858160000001,3.211826496,3.9904229840000003,5.350359136000001,2.1794980880000003,3.671629096,0.591075344,6.07900512,1.8821138240000002,2.095528456,3.4749348000000007,3.1561866160000003,4.64637328,5.172377808,0.38422076800000005,6.04563948,7.962644384,5.84320472,5.622095576,6.572555896000001,1.677279304,2.99710564,0.570251336,1.150391432,2.52933816,3.2084293680000004,0.4763244240000001,4.9070167200000006,2.6952626560000006,4.04615176,0.442258976,4.515571448,1.4804517840000002,3.998069312
0.067357512,3.7979274640000003,0.01958384,4.598939208,3.013209208,0.80513272,3.4433862400000006,6.186243384000001,0.8556017840000001,2.482971184,0.656681576,3.711340208,4.268156424,5.276935352000001,2.0689068480000006,3.5338154000000004,0.46427700800000005,5.933187024,2.088414632,2.055894312,3.6389452320000006,3.145754856,4.926074096000001,5.143155328000001,0.400495312,6.170882720000001,7.978373064,5.784222168,5.537921968,6.607628232,1.5824891440000002,2.672214184,0.570251336,1.100947672,2.5045768880000003,3.29799144,0.347554304,4.818252856000001,2.5714673520000004,3.897380208,0.358217848,4.375701584,1.33835312,4.182643112
0.238341968,3.61139896,0.013055896,4.546715624,3.0182412880000005,0.803119888,3.3481481520000003,5.997883600000001,0.780397592,2.1741408560000006,0.633339816,3.8716203040000003,4.830007984,5.200319232,2.221182472,3.4402382000000005,0.6154596400000001,6.514508656000001,2.218495936,2.029471544,4.69255288,3.1364821760000003,5.318490176000001,5.294833888,0.389173888,6.228197416,7.978373064,5.623003192,5.478298992,6.555019728000001,1.5882778560000002,2.606367584,0.517511328,1.07787392,2.406585448,3.3064208080000004,0.296296296,4.77387092,2.484593456,3.786615992,0.339740728,4.186559384,1.256491936,3.8660102320000003
0.5492228,3.38601036,0.013055896,4.491228072,3.011196376,0.8041263040000001,3.769312168,5.847619048,0.7397133600000001,1.870241944,1.207547168,3.8871814800000006,4.7533918559999995,5.120510776,2.5231816240000002,3.397703104,0.889539136,6.475493784,2.4725609760000005,3.0625,5.542741232000001,3.117936832,5.094451208,5.669159856,0.37714488,5.99469308,7.978373064,5.528631112,5.422183256,6.498903992,1.5448625200000001,2.567293776,0.599917592,1.0482076640000002,2.52933816,3.2263417840000006,0.335052352,4.898265352,2.414008416,3.689968776,0.237421152,4.0065564,1.163818904,3.5926247680000003
0.9922279760000001,3.2590673600000004,0.013055896,4.393308856,2.987042392,0.8041263040000001,3.873015872,5.847619048,1.024503008,1.6828478960000002,1.350709976,4.564092592000001,4.5075818,5.066241024,2.3428328400000002,3.4929817120000006,1.130455984,6.576932456000001,2.316056912,2.807926832,5.954216168000001,3.0796870480000003,4.873195336000001,6.4164202480000005,0.36723863200000006,5.897753408,7.978373064,5.497173752000001,5.338009648,6.463831656,1.4848046320000001,3.4453690320000003,0.7317676160000001,1.018541408,2.567270336,3.2511030640000005,0.6363494320000002,4.406313488000001,2.3607981520000005,3.6085245040000005,0.164903392,3.6072120400000003,1.11439328,3.4435756320000004
1.03108808,3.4870466320000006,0.062015504,4.3639330880000005,2.9638948320000003,0.8041263040000001,3.6338624320000004,5.775661376000001,1.055324392,1.539836648,1.132853528,4.873759968000001,4.373503592,5.066241024,2.150574224,3.671629096,1.265057304,6.1282614,2.01422764,2.332317072,6.288032456,3.03448276,4.487737,5.889024176,0.389173888,5.88784716,7.974440896000001,5.448021624,5.281893904,6.411223144000001,1.448625184,3.7445730800000003,0.810877624,0.972393904,2.4993085280000003,3.4086269360000006,0.8488826400000001,3.9462416,2.311931584,3.5303379920000006,0.100531464,3.6290667040000004,1.2437494,3.418862824
0.761658032,3.7616580320000006,0.14687882399999994,4.311709504,2.9316895200000004,0.8041263040000001,3.71851852,5.623280424000001,0.9456002480000001,1.4412082000000002,1.008364128,4.774168448,4.290502792,5.0470869920000005,2.0569970240000006,3.5355168,1.030968056,6.184832968000001,1.9898374,2.11077236,6.204578384000001,2.986960304,4.271351536,5.286484608000001,0.383513176,5.830532464000001,7.962644384,5.412632096,5.201227528,6.355107408000001,1.416063672,4.3596237360000005,0.866913888,0.946023896,2.4529469840000004,3.352255512,0.8926394719999999,3.7955930640000006,2.29238496,4.501153792,0.03337804,3.4025728880000004,1.542233808,3.418862824
0.5492228,3.702072536,0.195838432,4.308445536,2.90652912,0.80513272,3.6317460320000006,5.487830688,0.817383264,1.57065804,1.031705896,4.649679048,4.188347968000001,5.015163608000001,1.9889408800000004,3.42492556,0.778346744,5.817117776,2.521341464,1.9359756080000001,6.045783832,3.0425963520000003,4.36945556,5.052704816000001,0.37219176,5.802228904,7.946915704,5.369378224000001,5.120561160000001,6.320035072,1.479739504,4.133140376,0.8372476320000001,0.942727648,2.435561408,3.3064208080000004,0.9276449440000001,3.824347552,2.3173612080000003,4.87796932,0.015099584,3.2845576880000005,1.125977408,3.3207838560000003
0.401554408,3.7564766800000005,0.195838432,4.497756016,2.905522704,0.8041263040000001,3.4666666640000003,5.365079368,0.858067496,1.68777932,0.905660376,4.473837776,4.092577816000001,4.960893856,1.932794552,3.3373032720000007,0.820287736,6.073152888,2.167682928,1.8018292720000002,5.815126048,3.255867864,4.326317624,4.89546008,0.37148416800000006,5.817795864000001,7.946915704,5.3536495440000005,5.05392372,6.29548444,1.6020260480000001,3.9283646880000003,0.8372476320000001,0.969097648,2.393941392,3.2848205440000005,0.918893576,3.5874355360000005,2.283697568,4.5283018880000006,0.435901256,3.5873441600000002,0.734433824,3.2381504000000003
